event_id,dist_to_river_ord4_m,dist_to_river_ord5_m,dist_to_river_ord6_m
0,120.34427834109013,120.34427834109013,120.34427834106538
1,4.092001847006617,4.092001846926105,4.092001847006617
2,131.27121649137038,131.27121649137038,131.27121649137038
3,33.39612002149078,33.39612002149078,33.39612002149078
4,658.464021088378,658.464021088378,658.464021088378
5,94.3734121878402,94.3734121878402,94.3734121878402
6,209.61183707151497,209.61183707151497,209.61183707151497
7,146.19950807246224,146.19950807246224,146.19950807246224
8,20.331426348789847,20.331426348789847,20.331426348789847
9,480.9100837232526,480.9100837232526,891.9632069018932
10,117.21106349508744,117.21106349508744,117.21106349508744
11,17.02589017809061,17.025890177848694,17.02589017809061
12,202.95890745995084,202.95890745995084,202.95890745995084
13,21.360126989809004,21.360126989809004,21.360126989809004
14,106.93903877648694,106.93903877648694,106.93903877648694
15,2.1377910943711607,2.1377910943711607,2.1377910943711607
16,283.4163917122402,283.4163917122402,378.0498492800267
17,1686.6398575040344,1686.6398575040344,1686.6398575040344
18,504.78877834036217,504.7887783399561,504.7887783399561
19,59.16618275314993,59.16618275314993,59.16618275314993
20,432.708918034052,432.708918034052,432.708918034052
21,571.53638603155,571.53638603155,571.53638603155
22,362.68025037983136,362.68025037983136,362.68025037983136
23,,,
24,456.912312175573,456.912312175573,456.912312175573
25,66.69967521741464,66.69967521741464,66.69967521741464
26,276.9493504194979,276.9493504194979,276.94935041972764
27,544.2875110355229,544.2875110355229,544.2875110355229
28,103.25631909126821,103.25631909126821,118.4945693130051
29,618.1813515877718,618.1813515880432,618.1813515880432
30,,,
31,1227.7797737714473,1227.7797737714473,1227.7797737714473
32,106.37635656211374,359.40091655285204,359.40091655285204
33,230.36003104140747,230.36003104140747,230.36003104140747
34,46.86396523569787,46.86396523569787,208.85122558904177
35,34.55052309519043,34.55052309519043,34.55052309519043
36,490.74282996631956,490.74282996631956,490.74282996631956
37,9.660798243018457,9.660798243018457,9.660798243018457
38,754.159181941114,754.159181941114,754.1591819414184
39,9.039733524165324,9.039733524165324,9.039733524165324
40,,,
41,,,
42,293.8535061184787,293.85350611823753,293.8535061184787
43,247.64938956411243,1582.8115081478786,1582.8115081478786
44,484.2870934753393,484.2870934753393,484.2870934753393
45,231.86257944371565,231.86257944349768,231.86257944371565
46,608.2295821702263,608.2295821702263,608.2295821702263
47,20.6737509276658,20.6737509276658,20.6737509276658
48,274.22164999647305,274.22164999647305,274.22164999647305
49,21.071886366477322,58.421417032163944,58.421417032163944
50,363.95304554160504,363.95304554160504,363.95304554160504
51,889.608850095905,889.6088500957612,889.6088500957612
52,272.07522445521823,320.14767956086376,320.14767956086376
53,262.5716066149628,262.5716066149628,423.1703478335979
54,98.60733586595673,98.60733586595673,217.2554366954946
55,131.6989192215471,131.6989192215471,131.6989192215471
56,317.09408614639773,317.09408614639773,317.09408614639773
57,145.79808422053299,145.79808422053299,300.2325199022755
58,14.445448405784596,14.445448405784596,14.445448405784596
59,860.3597796069155,5181.714158518756,5181.714158518756
60,122.84680388631469,122.84680388607191,442.3377625619221
61,,,
62,141.78251031162438,141.78251031195123,141.78251031195123
63,16.29475706820941,16.29475706820941,16.29475706820941
64,286.0895306219237,286.0895306219237,286.0895306219237
65,176.46066005118792,176.46066005127423,176.46066005127423
66,4.153405660548496,4.153405660548496,4.153405660548496
67,1991.4841076177308,1991.4841076177308,1991.4841076177308
68,,,
69,2588.539539190542,2588.539539190542,2588.539539190542
70,37.04717777867413,37.04717777867413,37.04717777867413
71,564.2228670633078,564.2228670633078,564.2228670633078
72,21.49131393090047,21.49131393090047,21.49131393090047
73,5.324730883947132,5.324730883947132,5.324730883947132
74,21.39217915345931,21.39217915345931,188.09314178370138
75,52.7991627408136,52.799162740664784,52.7991627408136
76,44.93234070013039,44.93234070013039,44.93234070013039
77,62.35473617575131,62.35473617575131,62.35473617575131
78,255.33420207290163,255.33420207277362,255.33420207290163
79,749.0644521453145,749.0644521453145,749.0644521453145
80,432.91931492026345,432.91931492026345,432.91931492026345
81,63.22519347038007,63.22519347038007,63.22519347038007
82,1721.5333402720319,1721.5333402720319,1721.5333402720319
83,116.17975119732552,116.17975119732552,116.17975119732552
84,477.4865346434808,477.4865346434808,1141.6719804156205
85,355.80108675941057,355.8010867589663,355.8010867589663
