event_id,dist_to_river_m
0,0.2557904695381743
1,4.091529499287546
2,42.376488880019174
3,20.664145031464088
4,716.2866404801939
5,35.64348593314442
6,53.593761111840664
7,19.88054228821625
8,7.781955429700688
9,14.439131032736954
10,10.779145916957845
11,19.757637493002438
12,29.24035010357803
13,21.247664944250026
14,78.56325385920461
15,4.0108832839174235
16,16.5108423853196
17,1205.389168041946
18,305.33946527337656
19,27.229491412790317
20,291.289756232852
21,32.311865332429605
22,67.75898975045064
23,41.04859374019166
24,3.0657454055103184
25,106.97379111849172
26,11.511804947538222
27,12.538359884230225
28,5.94796968756
29,5.517285694286969
30,2201.5370959424245
31,53.381926064391024
32,54.78782611450782
33,44.40523767953286
34,32.009531011993396
35,84.34604999273877
36,38.72241759218522
37,1.0388561768413838
38,13.717544220357917
39,83.9568017435394
40,1934.7655785663637
41,3214.953355504349
42,3.4436826764196553
43,1431.1729821350293
44,84.3751430637714
45,12.992706198969543
46,89.22027782330586
47,2.322196848239039
48,54.14545675065592
49,14.63449450006559
50,24.523910577891026
51,89.7066752651836
52,50.81468861603518
53,8.620619699319302
54,21.683624439489346
55,0.49816578158173147
56,71.51797878296647
57,17.47619399905309
58,14.395466445783446
59,4795.217569799962
60,8.03729984631948
61,63.65975719848354
62,0.609087075619836
63,7.288584513731674
64,45.470844455413065
65,11.09188472346818
66,30.062770941368207
67,1780.3389701439285
68,745.3116560679504
69,26.86277390513947
70,1.5184487580324537
71,36.95758684470083
72,8.56674691781157
73,39.543159840805956
74,63.1694370034027
75,3.073578064249042
76,77.97902513251402
77,21.01317435079562
78,12.013274412170462
79,16.918450929586424
80,29.74774034704209
81,69.53623822654357
82,2010.74306349479
83,18.625688451538377
84,35.37030701517798
85,74.5015274447206
86,60.7724193691479
87,3.8565865042421725
88,269.35059978178316
89,24.156572466656307
90,2523.116139169128
91,237.64331513760354
92,127.86360937013407
93,243.11481113095107
94,3.812433592860437
95,12.039050779400958
96,59.70702200675854
97,2283.835532760347
98,41.352582586402214
99,2.2468844035845654
